Tenant,Org,MA Public Firm TTC to PIT PD Converter,MA Sovereign TTC PD to PIT PD Converter,MA Private Firm TTC to PIT PD Converter,MA CI Loss Rate Model,MA Expected Consumer Credit Losses,MA CRE Loss Rate Model,Commercial Mortgage Metrics,Commercial Mortgage Metrics Co-op,Commercial Mortgage Metrics REIS,Commercial Mortgage Metrics Co-op REIS,MA Structured Analytics,MA Sovereign TTC to PIT PD Converter,MA Sovereign TTC to PIT PD Converter 9.1,Mortgage Portfolio Analyzer,Auto Portfolio Analyzer,MA Muni Loss Forecast Model,MA Municipal Loss Forecast Model,MA CI Proxy PD,MA CI Proxy LGD,RiskCalc LGD,RiskCalc PD CCA,RiskCalc PD FSO,MA Expected Consumer Credit Losses Standard,Mortgage Portfolio Analyzer-Custom Cure Rate,MA Structured Analytics - Aegon - 1,MA Structured Analytics - Aegon - 2,MA Structured Analytics - Aegon - 3,MA Structured Analytics - Aegon - 4,MA Structured Analytics - Aegon - 5,MIS Corporate LGD,MIS US Municipal Bond LGD,MIS Sovereign PD,MIS Sovereign LGD,MIS Structured Finance LGD,MIS Structured Finance PD,MIS US Municipal Bond PD,MIS Idealized Cumulative Expected Default Rates,MA Historical Loss Analyzer,MA Historical Loss Analyzer for CECL Calibration,MA Historical Loss Analyzer Qualitative Adjustment,Portfolio Analyzer Credit Cards,Portfolio Analyzer Personal Loans,Portfolio Analyzer Student Loans,CreditEdge 9.1,Auto Lease Portfolio Analyzer,MA C&I Loss Rate Model,MA Private Firm TTC Rating to TTC PD,GCorr 2019 with Sovereign,GCorr 2020,GCorr 2021,GCorr 2022,MA Data Buffet Scenarios,Auto Portfolio Analyzer - Alliant,Auto Portfolio Analyzer - FirstBank Puerto Rico,Commercial Mortgage Metrics REIS 2,Cluster,Internal,Updated date,Product-IS,Product-CRA,CF Scenario-US,US National,US_Monthly,Int_Quarterly,Int_Monthly,State-MSA,State-MSA-Monthly,MIS Corporate LGD long run,SFTP,securities solution,Product-PS,CMO Custom Lookup,MA EL RBC PD LGD Rating - Forecasting,MA EDFX Model
0014000000XemIL,American National Insurance Company,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,International,,TRUE,,TRUE,,,,,,
0014000000NXuLU,Hancock Whitney Bank,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,TRUE,,,TRUE,,,,,
0014000000NY0IZ,Sunlife Financial,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,International,,,,,,,,,,
0014000000qRNqg,ITAS,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,IAUT#IBEL#IBGR#IHRV#ICYP#ICZE#IDNK#IEST#IFIN#IFRA#IDEU#IGRC#IHUN#IIRL#IITA#ILVA#ILUX#ILTU#IMLT#INLD#IPOL#IPRT#IROU#ISVK#ISVN#IESP#ISWE#IGBR#IWRLD#IEUZN,,,,,,,,,,
0014000000YQWc5,SARA Sara Assicurazioni S.p.a.,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,IAUT#IBEL#IBGR#IHRV#ICYP#ICZE#IDNK#IEST#IFIN#IFRA#IDEU#IGRC#IHUN#IIRL#IITA#ILVA#ILUX#ILTU#IMLT#INLD#IPOL#IPRT#IROU#ISVK#ISVN#IESP#ISWE#IGBR#IWRLD#ICHE#IEUZN,,,,,,,,,,
0014000000NXvgs,Pentagon Federal Credit Union,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,TRUE,,,TRUE,,,TRUE,,,,,
0014000000NXr87,Central Valley,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,TRUE,,,,,,
0013300001nMlkU,SNB Bank National Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,TRUE,,,,,,,,,,,,,
0013300001eOetf,First National Bank of Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,TRUE,,,,,,,,,,,,,
001f300001xP2zJ,First Federal Bank of Kansas City,TRUE,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,,,,,,,
0013300001haPwE,BancABC African Banking Corporation,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,Base,,3/1/2022,TRUE,,,,,IWRLD#IZMB,,,,,,,,,,
001f300001uo1GF,"Patriot Bank, National Association",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,,,,,,,
0014000000YQWdu,Swisslife,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,Medium,,4/21/2022,TRUE,,,,,,,,,,,,,,,
0013300001eOf4J,Rock Canyon,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,ag,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,,,,,,,
0013300001eOema,Castroville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,TRUE,,,,,,,,,,,,,
0014y000026PZMb,Med Mutual,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,TRUE,,,,,,
0014000000NY0Iw,Ameriprise,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,,,,,,,
001f300001sUCk6,FairSquare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,TRUE,,,,,,,,
0014000000PpOP5,Citizens Bank of Philadelphia,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,,,,,,,
001f3000020EZls,ZA Bank,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,Base,,3/1/2022,TRUE,,,,,ICHN#IHKG#IWRLD,,,,,,,,,,
0014000000NXx3S,Liberty Mutual,,,,,,,TRUE,,TRUE,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE
0014000000NXxch,Alaska Growth Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,TRUE,,,,,,,,,,,,,
0013300001eOept,CUSB,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,,,,,,,
0014000000NXyvA,Simmons First National Corporation,TRUE,,TRUE,,,,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,8/3/2022,TRUE,,,TRUE,,,,TRUE,,TRUE,,,,,,
001f300001rM0qb,Innovate,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,Base,,3/1/2022,TRUE,,,,,IGBR#IWRLD,,,,,,,,,,
0014000000NY08A,Europe Arab Bank,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,4/21/2022,TRUE,,,TRUE,,IAUS#IEUZN#IFRA#ISAU#IGBR#IEGY#IDEU#IWRLD#IARE#IJOR#IOMN,,,,,,,,,,
0013300001jygMa,Family Guardian Insurance,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,#IWRLD#IBHS,,,,,TRUE,TRUE,,,,
0013300001kj46p,The Citizens bank,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,,,,,,,
0014y00002PTHeK,Moody's ZM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,Base,TRUE,3/1/2022,TRUE,,,TRUE,,,,,,,,,,,,
0014000000NY0Ke,CCBNY,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,,,,,,,,,
0014000000NXq00,Mechanics,,,,TRUE,,,TRUE,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,TRUE,,TRUE,,,,,,
001f3000021C8zD,"Resolution Life	",TRUE,,TRUE,,,,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,IAUS#IGBR#INZL#IWRLD,,,,TRUE,,,,,,
0013300001diOhB,"Marlette Funding	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,,,TRUE,,,,,,,,
0014000000NXw3V,Bank of San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,TRUE,,,,,,,,,,,,,
0014000000NXzvU,IFAD,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,International,,,,,,,,,,
0013300001eOemG,BTC Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,TRUE,,,,,,,,,,,,,
0014000000lJJ9v,Chaucer,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/1/2022,TRUE,,,TRUE,,ICAN#IEUZN#IGBR#IBEL#ICHE#IDNK#IDEU#IESP#IFIN#INOR#ISWE#IFRA#IIRL#IITA#ILUX#INLD#IWRLD,,,,,,,,,,
0014000000vnrHJ,Foresters,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,5/23/2022,TRUE,,,TRUE,,ICAN#IWRLD,,,,TRUE,,,,,,
0013300001eOf9F,Union Bank,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,3/9/2022,TRUE,,,TRUE,,,,,,,,,,,,
0014000000NXrob,Bank of East Asia BEA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,3/24/2022,TRUE,,,TRUE,,,,,,,,,,,,
0014000000PpBaj,Modern Bank,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,3/24/2022,TRUE,,,TRUE,,,,,,,,,,,,
001f300001xY1Hy,Regional Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,3/24/2022,TRUE,,,TRUE,,,,TRUE,,,,,,,,
001f300001xaTWY,Canvas Credit Union,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,4/6/2022,TRUE,,,TRUE,,,,,,,,,,,,
0014y00002UkYHx,Silver State Schools Credit Union,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,4/29/2022,TRUE,,,TRUE,,,,,,,,,,,,
0013300001n6P49,First Electronic Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,4/29/2022,TRUE,,TRUE,,,,,,,,,,,,,
0014y000025IX2u,CMB Wing Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,4/29/2022,TRUE,,TRUE,,,,,,,,,,,,,
0014y0000261y55,Eastern Caribbean,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,5/27/2022,TRUE,,,TRUE,,ICAN#IEUZN#ICHN#IGBR#IISR#IWRLD#IJAM,,,,TRUE,,,,,,
0014000000tVDOr,Equitable Life,TRUE,,TRUE,,,,TRUE,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,5/27/2022,TRUE,,,TRUE,,,,,,TRUE,,,,,,
0014000000NXrnl,Bank of China,TRUE,,TRUE,,,,TRUE,,TRUE,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,5/27/2022,TRUE,,,TRUE,,IIRL#IMEX#ILUX#IBRA#ICHN#IWRLD,,,,TRUE,,,,,,
00140000012gmyh,Banca UBAE,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,5/27/2022,TRUE,,,,,,,,,,,,,,,
001f300001u1Epa,Fimbank,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,IEUZN#IDZA#IFRA#IDEU#IGRC#IIND#IIRQ#IITA#IJOR#IKWT#ILBN#IMLT#ITUN#ITUR#IARE#IEGY#ICHL#IWRLD,,,,,,,,,,
0014000000yoDnf,Credicorp,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,
0013300001eOf65,State Bank of Whittington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,
0013300001qKGf7,AIIB,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,
0013300001bL8kM,Community State bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,4/29/2022,TRUE,,TRUE,,,,,,,,,,,,,
0013300001eOelL,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,
0014000000NXqBSAA1,Banesco,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,,TRUE,,,TRUE,,,,,,TRUE,,,,,,
0013300001hahcOAAQ,Honesdale,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,Base,,,TRUE,,,TRUE,,,,,,,,,,,,
0014y00002UhKOHAA3,European Merchant EM Bank,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,IWRLD#IAUT#ICHN#IGBR#IESP#IDEU#IPRT#IEUZN#ILTU#ITUR,,,,,,,,,,
001f300001xBfEdAAK,Credito Agricola,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,International,,,,,,,,,,
0014000000NXsyxAAD,American State Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,
0013300001eOeu1AAC,FNB Wauchula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,
0014000000s99TiAAI,Grow Financial,,,,,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,TRUE,,TRUE,TRUE,,,,,
0013300001eOezMAAS,Malvern,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,
0013300001lZTc5AAG,SCOR SE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,IAUS#ICAN#ICHE#ICHN#IEUZN#IGBR#IWRLD,,,,,,TRUE,,,,
001f300001wRD1WAAW,San Diego County Credit Union,,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,TRUE,,TRUE,,,,,,
0013300001fD1ajAAC,Amtrust,TRUE,,TRUE,,,,,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,ODI,,,TRUE,,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,
0014000000NXzDJ,Silicon Valley Bank,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,,IGBR#IWRLD,,TRUE,,,,,,,,
001f300001xaT0UAAU,PAOB Ping An OneConnect,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,ODI,,,TRUE,,,,,IHKG#IWRLD,,,,,,,,,,
0013300001eOemrAAC,Central State Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,
0014000000PoPi2,First Horizon,TRUE,,TRUE,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,,,TRUE,,,,,,
0013300001pgMHBAA2,Varo Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,ODI,,,TRUE,,,TRUE,,,,,,TRUE,,,,,,
0014y00002e9u3qAAA,New Canaan Bank,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,
0014000000kOtKS,GMS / MSNA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,TRUE,,TRUE,,,,,,
0014y00002UkWlQAAV,NewPoint Real Estate,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,
0013300001eOepOAAS,Cornerstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,
0014000001X5XrdAAF,Delta Community DCCU,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,TRUE,,TRUE,TRUE,,,,,
